42.26694951228987,-83.73042225837709
42.266954474505056,-83.72994080185892
42.26695943671983,-83.72964575886726
42.266961421605636,-83.72928634285928
42.26696638381988,-83.7289832532406
42.266970353590985,-83.72845888137819
42.26697630824719,-83.72813433408739
42.26698027801766,-83.72775346040727
42.26698226290281,-83.72738331556322
42.266988217557895,-83.72711777687074
42.267137083751884,-83.72711241245271
42.26736137482035,-83.72713387012483
42.26773452987391,-83.72713655233385
42.26800844015638,-83.72713387012483
42.268417318508575,-83.72714459896089
42.26883413351644,-83.72714459896089
42.269167583538334,-83.72714996337892
42.26946927489537,-83.72716069221498
42.269834478290385,-83.72716605663301
42.270243344798246,-83.72718214988708
42.270560909188035,-83.72717678546907
42.27056487873279,-83.72768104076387
42.27056487873279,-83.72814774513246
42.27055693964305,-83.72853934764863
42.27054106146055,-83.72892022132874
42.27054503100655,-83.72932791709901
42.27053312236781,-83.72968733310701
42.270378309859396,-83.73014867305756
42.27015601431059,-83.73051881790163
42.27002501835219,-83.73082458972932
42.27000120087597,-83.7311089038849
42.26997738339073,-83.73148977756502
42.269723329655015,-83.73148977756502
42.26940179142772,-83.73148977756502
42.26904452480704,-83.73148441314699
42.26870313481094,-83.73147904872896
42.26830219768737,-83.73147904872896
42.2679290459941,-83.73146295547487
42.26769086290727,-83.73145222663881
42.26734946558012,-83.73145759105684
42.26709143148976,-83.73144686222078
42.26696439893422,-83.73143613338472
42.26695645939101,-83.73117864131929
42.266948519846785,-83.73087823390962
42.266952489619015,-83.73063147068025
